	SamID	Number	chrom	loc.start	loc.end	seg.median	seg.sd	num.mark	Call	subsegment	segment	AvgBAF
9574	CL070	70	22	21219528	22668071	-0.00105519	0.167427033	391	N02.BalHet	3	70.22.3	0.495556732
9575	CL070	70	22	22676385	22715105	-3.283308	3.159175254	5	DoubleLoss	4	70.22.4	0.5
9576	CL070	70	22	22717669	23994408	-0.01091784	0.157472289	296	N02.BalHet	5	70.22.5	0.493850754
9577	CL070	70	22	23999142	24244593	-0.3681149	0.215365163	66	N01.Homozygous	6	70.22.6	0.494720316
9578	CL070	70	22	24254444	49052476	-0.010837315	0.155578265	6879	N02.BalHet	7	70.22.7	0.489523016
9579	CL070	70	22	49129839	49160941	-0.6419442	0.385955946	5	N01.Homozygous	8	70.22.8	0.5
9580	CL070	70	22	49168811	49562479	-0.00458229	0.180726154	88	N02.BalHet	9	70.22.9	0.48535238
9581	CL071	71	1	10004	99302746	0.000612207	0.258284321	20295	N02.BalHet	1	71.1.1	0.484940987
9582	CL071	71	1	99306532	99743087	0.0102063	0.253204242	106	N02.Homozygous	2	71.1.2	0.488264804
9583	CL071	71	1	99767993	108382801	0.01621971	0.279040374	1746	N02.BalHet	3	71.1.3	0.480130915
9584	CL071	71	1	108387516	109061557	0.011899485	0.255498027	112	N02.Homozygous	4	71.1.4	0.478645289
9585	CL071	71	1	109061880	167468191	-0.01562459	0.287366839	7540	N02.BalHet	5	71.1.5	0.486453982
9586	CL071	71	1	167495768	167542254	-5.042581	3.239415603	5	DoubleLoss	6	71.1.6	0.5
9587	CL071	71	1	167555394	222898477	-0.00789945	0.261336804	11059	N02.BalHet	7	71.1.7	0.48675342
9588	CL071	71	1	222903137	223694883	0.00356465	0.246974643	172	N02.Homozygous	8	71.1.8	0.49074177
9589	CL071	71	1	223698027	247185943	0.00030768	0.260668368	6073	N02.BalHet	9	71.1.9	0.491024094
9590	CL071	71	2	8856	835642	0.022147	0.275983972	212	N02.UnbalHet	1	71.2.1	0.278236482
9591	CL071	71	2	840892	13196109	0.011137833	0.258203537	3257	N02.BalHet	2	71.2.2	0.483294272
9592	CL071	71	2	13199687	13977037	0.052341867	0.559789749	157	N02.Homozygous	3	71.2.3	0.461969201
9593	CL071	71	2	13985490	40274001	-0.00664167	0.280907326	5868	N02.BalHet	4	71.2.4	0.485658987
9594	CL071	71	2	40274298	40708399	-0.009634641	0.260193529	170	N02.Homozygous	5	71.2.5	0.455681809
9595	CL071	71	2	40711403	77755828	-0.01268294	0.264063742	8645	N02.BalHet	6	71.2.6	0.481489369
9596	CL071	71	2	77763071	77933512	0.121874755	0.354192529	38	N03.Homozygous	7	71.2.7	0.482570461
9597	CL071	71	2	77946020	177670387	-0.005461865	0.271320349	18055	N02.BalHet	8	71.2.8	0.486418498
9598	CL071	71	2	177682898	178292673	-0.01688166	0.243318764	110	N02.Homozygous	9	71.2.9	0.493312811
9599	CL071	71	2	178292716	178730194	-0.00631414	0.247949931	102	N02.BalHet	10	71.2.10	0.43926605
9600	CL071	71	2	178730856	178756801	-0.2326307	0.417211895	11	N01.UnbalHet	11	71.2.11	0.474100271
9601	CL071	71	2	178760198	242692820	-0.008152538	0.264706048	12892	N02.BalHet	12	71.2.12	0.487192558
9602	CL071	71	3	38411	78482547	0.00157363	0.259064771	18540	N02.BalHet	1	71.3.1	0.483498196
9603	CL071	71	3	78501729	78653747	0.035533397	0.212643573	43	N02.UnbalHet	2	71.3.2	0.436028508
9604	CL071	71	3	78677509	78886540	0.10867725	0.263547153	42	N03.Homozygous	3	71.3.3	0.481806021
9605	CL071	71	3	78886625	161038375	-0.007788096	0.281286954	14455	N02.BalHet	4	71.3.4	0.490196744
9606	CL071	71	3	161042562	161766509	0.009638555	0.22978917	124	N02.Homozygous	5	71.3.5	0.453826406
9607	CL071	71	3	161778760	191217916	0.003142095	0.255294771	6046	N02.BalHet	6	71.3.6	0.490264328
9608	CL071	71	3	191220845	191221750	-5.84861	0.425368838	5	DoubleLoss	7	71.3.7	0.498315318
9609	CL071	71	3	191227315	192977338	-0.01394435	0.281900297	477	N02.BalHet	8	71.3.8	0.493516507
9610	CL071	71	3	192982194	193535968	0.027585795	0.228949333	106	N02.Homozygous	9	71.3.9	0.472706561
9611	CL071	71	3	193541938	199402546	-0.017419463	0.332847542	1035	N02.BalHet	10	71.3.10	0.480698002
9612	CL071	71	4	7764	9055941	0.006586513	0.24014358	2300	N02.BalHet	1	71.4.1	0.484446642
9613	CL071	71	4	9061021	9331231	-0.3589243	0.594372751	37	N01.Homozygous	2	71.4.2	0.491324762
9614	CL071	71	4	9333617	19126394	0.000225016	0.281851705	2365	N02.BalHet	3	71.4.3	0.488967657
9615	CL071	71	4	19130834	19150806	-4.59441	3.058498966	5	DoubleLoss	4	71.4.4	0.492566045
9616	CL071	71	4	19154970	42614397	0.00394731	0.266327511	5027	N02.BalHet	5	71.4.5	0.480313142
9617	CL071	71	4	42619610	43188386	-0.01045099	0.25622591	100	N02.Homozygous	6	71.4.6	0.480492914
9618	CL071	71	4	43214547	87526298	-0.005049216	0.272630156	7103	N02.BalHet	7	71.4.7	0.477131798
9619	CL071	71	4	87541360	88509289	0.017674995	0.224447823	175	N02.Homozygous	8	71.4.8	0.494076495
9620	CL071	71	4	88510257	92904309	-0.011114259	0.319363817	960	N02.BalHet	9	71.4.9	0.484593079
9621	CL071	71	4	92908282	93619076	0.15855175	0.216139393	86	N03.Homozygous	10	71.4.10	0.473506643
9622	CL071	71	4	93621516	115392116	-0.011837642	0.274973348	4009	N02.BalHet	11	71.4.11	0.480915224
9623	CL071	71	4	115398433	115401739	-6.344713	0.596019532	6	DoubleLoss	12	71.4.12	0.478232537
9624	CL071	71	4	115407950	119421732	0.00582214	0.273683562	730	N02.BalHet	13	71.4.13	0.483986799
9625	CL071	71	4	119445388	119838711	0.018991725	0.227449678	52	N02.UnbalHet	14	71.4.14	0.484736634
9626	CL071	71	4	119839284	120369915	-0.003883715	0.247762832	138	N02.BalHet	15	71.4.15	0.494804965
9627	CL071	71	4	120378182	121008299	-0.02747541	0.304983909	102	N02.Homozygous	16	71.4.16	0.492916822
9628	CL071	71	4	121008404	132878886	-0.013050282	0.269629641	2085	N02.BalHet	17	71.4.17	0.479458758
9629	CL071	71	4	132881413	133180508	-0.1772115	0.320256422	29	N01.Homozygous	18	71.4.18	0.443999247
9630	CL071	71	4	133189681	134346726	0.01255199	0.328754699	157	N02.BalHet	19	71.4.19	0.494636022
9631	CL071	71	4	134352228	134371364	-3.568403	2.370350935	5	DoubleLoss	20	71.4.20	0.5
9632	CL071	71	4	134373237	169230884	-0.00362182	0.275196167	6286	N02.BalHet	21	71.4.21	0.483269145
9633	CL071	71	4	169232743	169736977	0.02206438	0.280264133	143	N02.Homozygous	22	71.4.22	0.49249386
9634	CL071	71	4	169740674	190037480	-0.00042791	0.284372494	4684	N02.BalHet	23	71.4.23	0.485555254
9635	CL071	71	4	190043408	190105091	-0.051788585	0.303151043	12	N01.UnbalHet	24	71.4.24	0.474432064
9636	CL071	71	4	190107950	191252241	0.002559263	0.268428069	216	N02.BalHet	25	71.4.25	0.460456249
9637	CL071	71	5	73747	132777389	-0.00669059	NA	26644	N02.BalHet	1	71.5.1	0.482768929
9638	CL071	71	5	132779071	133102377	0.012492239	0.247214451	147	N02.Homozygous	2	71.5.2	0.47328458
9639	CL071	71	5	133103833	143184172	-0.00962122	0.258259381	1866	N02.BalHet	3	71.5.3	0.487980659
9640	CL071	71	5	143191782	144566270	0.022520165	0.274406381	244	N02.Homozygous	4	71.5.4	0.488530314
9641	CL071	71	5	144566716	180837061	-0.007964103	0.257946151	8515	N02.BalHet	5	71.5.5	0.490669199
9642	CL071	71	6	34571	128917	-0.07513648	0.259511365	14	N02.Homozygous	1	71.6.1	0.491394762
9643	CL071	71	6	132344	28777294	0.00118729	0.256867928	7948	N02.BalHet	2	71.6.2	0.477560283
9644	CL071	71	6	28779702	29461387	0.02218499	0.207323382	131	N02.Homozygous	3	71.6.3	0.492571322
9645	CL071	71	6	29462778	30197407	-0.046002593	0.267176179	710	N02.BalHet	4	71.6.4	0.469991433
9646	CL071	71	6	30197602	30806600	0.00493724	0.265815895	800	N02.Homozygous	5	71.6.5	0.48105567
9647	CL071	71	6	30807363	31114834	-0.02309339	0.17979009	443	N02.BalHet	6	71.6.6	0.491397194
9648	CL071	71	6	31115536	31398785	0.015041048	0.399136955	438	N02.Homozygous	7	71.6.7	0.490127681
9649	CL071	71	6	31400561	31416967	-0.61875975	1.581552866	18	N01.Homozygous	8	71.6.8	0.427059702
9650	CL071	71	6	31418001	31941200	0.001931839	0.376155738	811	N02.Homozygous	9	71.6.9	0.468793861
9651	CL071	71	6	31941483	32560168	0.00202222	0.240357565	883	N02.BalHet	10	71.6.10	0.475971612
9652	CL071	71	6	32563460	32592346	-4.079447	2.156439544	26	DoubleLoss	11	71.6.11	0.393989135
9653	CL071	71	6	32593470	32611466	-0.1692283	1.671462008	17	N01.UnbalHet	12	71.6.12	0.487098884
9654	CL071	71	6	32611857	32616207	-1.340251	2.386288951	5	NoCall	13	71.6.13	0.428043095
9655	CL071	71	6	32616865	32903010	-0.040747792	0.808723186	366	N02.Homozygous	14	71.6.14	0.458316199
9656	CL071	71	6	32904204	32923494	-0.00202054	0.299152257	57	N02.UnbalHet	15	71.6.15	0.474465896
9657	CL071	71	6	32924032	32989192	-0.01208474	0.213806129	102	N02.Homozygous	16	71.6.16	0.484470349
9658	CL071	71	6	32989295	66330331	-0.00237207	0.267653321	6558	N02.BalHet	17	71.6.17	0.486573115
9659	CL071	71	6	66334137	66555324	0.101565275	0.262085422	58	N03.Homozygous	18	71.6.18	0.470529306
9660	CL071	71	6	66557147	79022244	-0.007094687	0.29528016	2664	N02.BalHet	19	71.6.19	0.47667205
9661	CL071	71	6	79029649	79090197	-5.774755387	0.817776567	31	DoubleLoss	20	71.6.20	0.44669019
9662	CL071	71	6	79098352	101962529	0.010123446	0.295612388	4456	N02.BalHet	21	71.6.21	0.483170739
9663	CL071	71	6	101962857	102309204	0.0265988	0.271487715	111	N02.Homozygous	22	71.6.22	0.465352344
9664	CL071	71	6	102318510	139644010	-0.000973332	0.260953417	7715	N02.BalHet	23	71.6.23	0.486620938
9665	CL071	71	6	139645437	139658229	-5.119527	3.439590721	5	DoubleLoss	24	71.6.24	0.5
9666	CL071	71	6	139659446	164945555	-0.004018705	0.259352863	6432	N02.BalHet	25	71.6.25	0.487446194
9667	CL071	71	6	164954651	165404154	0.05685831	0.262518607	113	N02.Homozygous	26	71.6.26	0.493070981
9668	CL071	71	6	165407121	170845877	0.012202592	0.246996911	1753	N02.BalHet	27	71.6.27	0.481850676
9669	CL071	71	7	37124	114418	-0.43219645	0.345207746	12	N01.Homozygous	1	71.7.1	0.318939638
9670	CL071	71	7	115877	1278335	0.026131739	0.209159462	140	N02.BalHet	2	71.7.2	0.038032376
9671	CL071	71	7	1279185	1287202	-0.54647115	0.716957671	6	N01.Homozygous	3	71.7.3	0.5
9672	CL071	71	7	1290493	5271823	0.00619081	0.231825404	1031	N02.BalHet	4	71.7.4	0.128262452
9673	CL071	71	7	5285913	5854846	-0.02560126	0.241650266	111	N02.Homozygous	5	71.7.5	0.039237733
9674	CL071	71	7	5855189	16089448	0.002291538	0.267841174	3117	N02.BalHet	6	71.7.6	0.490728453
9675	CL071	71	7	16100238	16587453	0.029381154	0.314567832	150	N02.Homozygous	7	71.7.7	0.477070746
9676	CL071	71	7	16593936	22725087	-0.00684305	0.272580192	1873	N02.BalHet	8	71.7.8	0.489194097
9677	CL071	71	7	22726132	23388109	-0.00978405	0.266300827	148	N02.Homozygous	9	71.7.9	0.467503092
9678	CL071	71	7	23392583	27181566	-0.01341656	0.265606016	1005	N02.BalHet	10	71.7.10	0.477524063
9679	CL071	71	7	27183884	28216608	0.01136626	0.213065089	279	N02.Homozygous	11	71.7.11	0.474539617
9680	CL071	71	7	28222765	36143614	-0.00808494	0.244289484	2097	N02.BalHet	12	71.7.12	0.485613057
9681	CL071	71	7	36144579	36481026	0.02513932	0.250754454	102	N02.Homozygous	13	71.7.13	0.458099
9682	CL071	71	7	36481399	81270022	-0.009936898	0.255014689	8365	N02.BalHet	14	71.7.14	0.481951289
9683	CL071	71	7	81273150	81280187	-5.854249	3.645010051	5	DoubleLoss	15	71.7.15	0.5
9684	CL071	71	7	81286593	158812247	-0.002490864	0.253978742	15639	N02.BalHet	16	71.7.16	0.486340339
9685	CL071	71	8	52041	14557049	-0.002977441	NA	6024	N02.BalHet	1	71.8.1	0.485044722
9686	CL071	71	8	14561665	14794842	0.059507305	0.249332092	112	N02.Homozygous	2	71.8.2	0.465808117
9687	CL071	71	8	14797010	17634240	0.01723357	0.288804709	1358	N02.BalHet	3	71.8.3	0.476830932
9688	CL071	71	8	17643416	17958397	0.076112035	0.276759935	128	N02.Homozygous	4	71.8.4	0.457388807
9689	CL071	71	8	17962146	39356825	-0.00999569	0.260361512	4950	N02.BalHet	5	71.8.5	0.484702333
9690	CL071	71	8	39370187	39497557	-0.38844735	0.550727026	18	N01.Homozygous	6	71.8.6	0.465791254
9691	CL071	71	8	39509376	50947037	-0.00027395	0.263445727	1168	N02.BalHet	7	71.8.7	0.476155888
9692	CL071	71	8	50948783	52121665	0.04682354	0.233059519	207	N02.Homozygous	8	71.8.8	0.472276637
9693	CL071	71	8	52121962	109772601	-0.00903125	0.269526984	11292	N02.BalHet	9	71.8.9	0.483866665
9694	CL071	71	8	109774230	110743328	0.026920205	0.251192684	148	N02.Homozygous	10	71.8.10	0.487634289
9695	CL071	71	8	110743522	146177487	-0.002025813	0.260686631	8274	N02.BalHet	11	71.8.11	0.490176449
9696	CL071	71	8	146189245	146264218	0.1479616	0.178884093	23	N03.Homozygous	12	71.8.12	0.479922639
9697	CL071	71	9	36587	11392634	0.004052644	0.253067023	4292	N02.BalHet	1	71.9.1	0.486962796
9698	CL071	71	9	11394656	11404180	-4.55343	2.970214083	5	DoubleLoss	2	71.9.2	0.493397714
9699	CL071	71	9	11408394	17892936	0.025161133	0.261474549	2066	N02.BalHet	3	71.9.3	0.49149709
9700	CL071	71	9	17900043	17912697	-5.633103	3.348537894	5	DoubleLoss	4	71.9.4	0.491168946
9701	CL071	71	9	17921364	44697556	-0.006149303	0.260259712	5415	N02.BalHet	5	71.9.5	0.482950634
9702	CL071	71	9	44708655	44752042	-0.8766262	1.0139746	5	N01.Homozygous	6	71.9.6	0.471270344
9703	CL071	71	9	44766085	69416606	-0.086929421	0.442466337	160	N02.Homozygous	7	71.9.7	0.481040499
9704	CL071	71	9	69441866	140225046	-0.0023406	0.246613837	16684	N02.BalHet	8	71.9.8	0.48768384
9705	CL071	71	10	59083	20220666	0.000343406	0.260402603	6568	N02.BalHet	1	71.10.1	0.48741893
9706	CL071	71	10	20222955	20663479	0.09159133	0.22526018	163	N03.Homozygous	2	71.10.2	0.49118598
9707	CL071	71	10	20671419	46220066	-0.00653322	0.256444134	4816	N02.BalHet	3	71.10.3	0.479842561
9708	CL071	71	10	46235441	46803075	0.19178085	0.200113504	62	N04.BalHet	4	71.10.4	0.440782196
9709	CL071	71	10	46830464	47461374	0.4053076	0.25910092	61	NoCall	5	71.10.5	0.463186145
9710	CL071	71	10	47476457	49028469	0.051155071	0.213717761	243	N02.Homozygous	6	71.10.6	0.477378741
9711	CL071	71	10	49042030	135372744	0.001988011	0.253212346	20166	N02.BalHet	7	71.10.7	0.488560411
9712	CL071	71	11	123495	27498571	-0.004553098	0.257718682	7392	N02.BalHet	1	71.11.1	0.4871013
9713	CL071	71	11	27505906	27546320	-0.962934	0.823818176	5	N01.Homozygous	2	71.11.2	0.47235636
9714	CL071	71	11	27550277	48343851	-0.001475018	0.25634049	4049	N02.BalHet	3	71.11.3	0.474578105
9715	CL071	71	11	48346414	49010177	-0.161330789	NA	103	N01.Homozygous	4	71.11.4	0.492898621
9716	CL071	71	11	49011063	49199822	-0.0803851	0.23247181	25	N02.BalHet	5	71.11.5	0.4147957
9717	CL071	71	11	49202595	50002713	-0.033366735	0.267984862	122	N02.Homozygous	6	71.11.6	0.394152646
9718	CL071	71	11	50014430	55096955	-0.077356803	0.305907086	201	N02.BalHet	7	71.11.7	0.437436037
9719	CL071	71	11	55116789	55209499	-0.403187	0.396195835	31	N01.Homozygous	8	71.11.8	0.474016078
9720	CL071	71	11	55216671	88025948	-0.014058446	0.257418438	6542	N02.BalHet	9	71.11.9	0.483494623
9721	CL071	71	11	88033457	88763416	-0.046819537	0.300433654	149	N01.UnbalHet	10	71.11.10	0.474339607
9722	CL071	71	11	88778642	96229530	0.002054632	0.253212239	1591	N02.BalHet	11	71.11.11	0.489305986
9723	CL071	71	11	96232136	96801114	0.043625254	0.284926392	141	N02.Homozygous	12	71.11.12	0.470054794
9724	CL071	71	11	96802428	118407959	0.004166973	0.257346254	4929	N02.BalHet	13	71.11.13	0.488884342
9725	CL071	71	11	118408051	119274702	0.052684714	0.198051188	161	N02.Homozygous	14	71.11.14	0.488703951
9726	CL071	71	11	119277053	134445626	0.00687157	0.238717703	4270	N02.BalHet	15	71.11.15	0.486470716
9727	CL071	71	12	21054	18898363	-0.02139913	NA	4896	N02.BalHet	1	71.12.1	0.489063432
9728	CL071	71	12	18903730	19482075	0.072961835	0.203977179	118	N02.Homozygous	2	71.12.2	0.492890541
9729	CL071	71	12	19486897	20905445	-0.009223585	0.267661593	405	N02.BalHet	3	71.12.3	0.48814778
9730	CL071	71	12	20905536	21241935	0.038590862	0.488773879	124	N02.Homozygous	4	71.12.4	0.479166165
9731	CL071	71	12	21241954	34194376	-0.018129938	0.261364732	3544	N02.BalHet	5	71.12.5	0.48431278
9732	CL071	71	12	34206444	37633100	0.012217861	0.261602863	206	N02.Homozygous	6	71.12.6	0.467887006
9733	CL071	71	12	37641862	41742055	-0.01204903	0.252517882	1031	N02.BalHet	7	71.12.7	0.481770025
9734	CL071	71	12	41745347	42715120	0.007520516	0.271104352	182	N02.Homozygous	8	71.12.8	0.45000312
9735	CL071	71	12	42733252	46696784	-0.02391173	0.252182543	726	N02.BalHet	9	71.12.9	0.470875406
9736	CL071	71	12	46698405	47165717	-0.03041885	0.217764718	101	N02.Homozygous	10	71.12.10	0.493682166
9737	CL071	71	12	47166990	63788725	-0.01457978	0.254259039	2987	N02.BalHet	11	71.12.11	0.479606013
9738	CL071	71	12	63790221	64513524	0.07276416	0.225333466	111	N02.Homozygous	12	71.12.12	0.493010299
9739	CL071	71	12	64517384	132288869	-0.00599829	0.255559636	14899	N02.BalHet	13	71.12.13	0.488635741
9740	CL071	71	13	17922259	17982800	-0.1834242	0.266036573	18	N01.Homozygous	1	71.13.1	0.5
9741	CL071	71	13	17989895	42834468	-0.010123864	0.268445994	6525	N02.BalHet	2	71.13.2	0.478536486
9742	CL071	71	13	42835375	43618217	0.002512558	0.294647104	172	N02.Homozygous	3	71.13.3	0.487476521
9743	CL071	71	13	43624453	49450185	-0.024288588	0.268415949	1252	N02.BalHet	4	71.13.4	0.482147503
9744	CL071	71	13	49461448	50372054	-0.366798606	0.42161782	233	N01.Homozygous	5	71.13.5	0.486270526
9745	CL071	71	13	50376717	50477794	-0.2451656	0.250061168	18	DoubleLoss	6	71.13.6	0.455211753
9746	CL071	71	13	50478521	61515650	0.004862542	0.310167104	2014	N02.BalHet	7	71.13.7	0.47327036
9747	CL071	71	13	61519229	62298955	0.07418226	0.285490961	127	N02.Homozygous	8	71.13.8	0.481862326
9748	CL071	71	13	62300351	114123122	0.00300727	0.267228903	12334	N02.BalHet	9	71.13.9	0.48213242
9749	CL071	71	14	18070422	105690736	-0.010061117	0.264895909	19851	N02.BalHet	1	71.14.1	0.485003242
9750	CL071	71	14	105697375	106040558	0.24433605	0.268269527	20	N04.BalHet	2	71.14.2	0.489795478
9751	CL071	71	14	106047919	106358708	0.06081062	0.199002958	59	N02.Homozygous	3	71.14.3	0.464467927
9752	CL071	71	15	18285782	46202261	-0.000844972	NA	5916	N02.BalHet	1	71.15.1	0.484048641
9753	CL071	71	15	46203652	46959609	0.039990088	0.223655062	138	N02.Homozygous	2	71.15.2	0.485540735
9754	CL071	71	15	46971973	56011332	-0.01209597	0.27273463	2072	N02.BalHet	3	71.15.3	0.485813732
9755	CL071	71	15	56018003	56156501	0.003844545	0.302575507	121	N02.Homozygous	4	71.15.4	0.490448431
9756	CL071	71	15	56158974	82181369	-0.00564733	0.253148885	5405	N02.BalHet	5	71.15.5	0.486334637
9757	CL071	71	15	82181979	83081868	-0.011666735	0.221040221	132	N02.Homozygous	6	71.15.6	0.474005003
9758	CL071	71	15	83103377	100320863	0.001624214	0.270704873	4848	N02.BalHet	7	71.15.7	0.490709785
9759	CL071	71	16	24780	32062424	-0.001334086	0.257280569	7477	N02.BalHet	1	71.16.1	0.482654445
9760	CL071	71	16	32071836	33180002	-0.089849039	0.262635416	220	N02.Homozygous	2	71.16.2	0.480345492
9761	CL071	71	16	33194468	88818654	0.005089355	0.25827543	11119	N02.BalHet	3	71.16.3	0.488659914
9762	CL071	71	17	15521	10822167	0.003550754	0.264772391	2838	N02.BalHet	1	71.17.1	0.480413025
9763	CL071	71	17	10822723	11261117	0.034582728	0.277743174	150	N02.Homozygous	2	71.17.2	0.488095114
9764	CL071	71	17	11264682	65724050	-0.00605201	0.268040881	10128	N02.BalHet	3	71.17.3	0.488172493
9765	CL071	71	17	65724145	65742139	-0.3679943	0.565946655	13	N01.Homozygous	4	71.17.4	0.485491134
9766	CL071	71	17	65743603	78653169	0.012280855	0.246363861	3262	N02.BalHet	5	71.17.5	0.484699701
9767	CL071	71	18	274	41234201	0.000746598	0.256684345	8847	N02.BalHet	1	71.18.1	0.480666475
9768	CL071	71	18	41236957	41502210	-0.00122146	0.223367084	103	N02.Homozygous	2	71.18.2	0.495394258
9769	CL071	71	18	41503691	59315128	-0.010026177	0.249859867	4265	N02.BalHet	3	71.18.3	0.486263323
9770	CL071	71	18	59316049	59734053	0.031511295	0.239327439	104	N02.Homozygous	4	71.18.4	0.488994373
9771	CL071	71	18	59735962	61321402	-0.072982406	0.250848699	328	N02.BalHet	5	71.18.5	0.494836039
9772	CL071	71	18	61324314	62063678	0.083055375	0.23265925	146	N02.Homozygous	6	71.18.6	0.484929586
9773	CL071	71	18	62065869	76116152	0.006294619	0.254299116	4024	N02.BalHet	7	71.18.7	0.490740382
9774	CL071	71	19	46981	45848780	-0.001682912	0.262903166	7000	N02.BalHet	1	71.19.1	0.487949295
9775	CL071	71	19	45857092	47975960	-0.007854307	0.251709848	316	N02.Homozygous	2	71.19.2	0.488995306
9776	CL071	71	19	47977967	48231029	-0.21807125	0.300566544	32	N01.UnbalHet	3	71.19.3	0.485916365
9777	CL071	71	19	48235556	59938943	-0.010204493	0.240739959	2749	N02.BalHet	4	71.19.4	0.484694729
9778	CL071	71	19	59939919	60054671	-0.046543455	0.229751817	12	N02.UnbalHet	5	71.19.5	0.490738015
9779	CL071	71	19	60065174	63802440	0.009550935	0.239887762	925	N02.BalHet	6	71.19.6	0.481909472
9780	CL071	71	20	11244	26181467	0.003431142	0.270047644	7323	N02.BalHet	1	71.20.1	0.486307819
9781	CL071	71	20	26190911	28076303	-0.50506025	0.220952541	12	N01.Homozygous	2	71.20.2	0.487776199
9782	CL071	71	20	28084011	41963296	-0.012759676	0.261678746	2198	N02.BalHet	3	71.20.3	0.487078244
9783	CL071	71	20	41974660	42337911	0.055309315	0.210610127	125	N02.Homozygous	4	71.20.4	0.483387664
9784	CL071	71	20	42340956	62426157	-0.008044096	0.260432858	5437	N02.BalHet	5	71.20.5	0.487154432
9785	CL071	71	21	9730102	9870617	-0.930184313	0.413219017	8	N01.Homozygous	1	71.21.1	0.5
9786	CL071	71	21	9882667	46935542	0.005847686	0.251273532	8845	N02.BalHet	2	71.21.2	0.486483756
9787	CL071	71	22	14456412	49562479	-0.001658369	0.237569975	9284	N02.BalHet	1	71.22.1	0.489836806
9788	CL073	73	1	10004	48951033	-0.009893403	NA	9738	N02.BalHet	1	73.1.1	0.487231081
9789	CL073	73	1	48951615	50229424	0.036668955	0.191955372	115	N02.Homozygous	2	73.1.2	0.47417952
9790	CL073	73	1	50241326	247185943	-0.007483438	0.23856944	37255	N02.BalHet	3	73.1.3	0.487122047
9791	CL073	73	2	8856	36255510	-0.003537509	0.238712125	8467	N02.BalHet	1	73.2.1	0.4870123
9792	CL073	73	2	36259319	36264490	-1.304189	0.948383629	5	N01.Homozygous	2	73.2.2	0.478031371
9793	CL073	73	2	36272085	148592113	-0.004232429	0.239535244	22207	N02.BalHet	3	73.2.3	0.487002834
9794	CL073	73	2	148634676	148853010	-0.4599305	0.345458266	35	N01.Homozygous	4	73.2.4	0.479898009
9795	CL073	73	2	148875809	242692820	-0.004382918	0.239297693	18803	N02.BalHet	5	73.2.5	0.488220778
9796	CL073	73	3	38411	42710154	-0.002396813	0.233730924	10859	N02.BalHet	1	73.3.1	0.485613828
9797	CL073	73	3	42727065	43241315	-0.01073168	0.248063188	107	N02.Homozygous	2	73.3.2	0.460009052
9798	CL073	73	3	43248386	61638574	-0.005980891	0.226964364	3424	N02.BalHet	3	73.3.3	0.484375954
9799	CL073	73	3	61638818	62049211	0.01762042	0.239566368	146	N02.Homozygous	4	73.3.4	0.490188919
9800	CL073	73	3	62049655	144557655	0.004270884	0.232177139	15213	N02.BalHet	5	73.3.5	0.488758122
9801	CL073	73	3	144561676	144607400	-0.06316889	0.320981363	14	N01.UnbalHet	6	73.3.6	0.466742766
9802	CL073	73	3	144609410	199402546	-0.00273093	0.242231614	11110	N02.BalHet	7	73.3.7	0.488586781
9803	CL073	73	4	7764	9089333	-0.004786071	NA	2303	N02.BalHet	1	73.4.1	0.476206889
9804	CL073	73	4	9094398	9198525	-0.2861308	0.251416523	15	N01.Homozygous	2	73.4.2	0.492680491
9805	CL073	73	4	9205713	9999387	0.004380212	0.214342866	269	N02.Homozygous	3	73.4.3	0.491320325
9806	CL073	73	4	10006425	10009254	-5.0988095	1.999816576	6	DoubleLoss	4	73.4.4	0.471312157
9807	CL073	73	4	10011936	29636160	0.008169687	0.222000339	4488	N02.BalHet	5	73.4.5	0.482130045
9808	CL073	73	4	29664743	30186257	0.059867065	0.265922228	110	N02.Homozygous	6	73.4.6	0.439030538
9809	CL073	73	4	30187273	124869455	0.004140908	0.242570326	16707	N02.BalHet	7	73.4.7	0.487651564
9810	CL073	73	4	124872009	126089905	0.039226913	0.228520088	246	N02.Homozygous	8	73.4.8	0.487310303
9811	CL073	73	4	126093604	134343586	0.01734628	0.247185422	1321	N02.BalHet	9	73.4.9	0.478289873
9812	CL073	73	4	134346726	134359100	-4.671368	2.754270535	5	DoubleLoss	10	73.4.10	0.465039426
9813	CL073	73	4	134371364	153719440	0.000961168	0.232178651	3213	N02.BalHet	11	73.4.11	0.484695423
9814	CL073	73	4	153738423	154239518	-0.02709508	0.220129881	122	N02.Homozygous	12	73.4.12	0.483255683
9815	CL073	73	4	154241515	191252241	0.010133071	0.266559156	8007	N02.BalHet	13	73.4.13	0.486035019
9816	CL073	73	5	73747	69289210	0.003527513	NA	14248	N02.BalHet	1	73.5.1	0.483153515
9817	CL073	73	5	69290057	70752923	-0.03242635	0.270240741	245	N02.Homozygous	2	73.5.2	0.482051558
9818	CL073	73	5	70763700	74102142	-0.00995442	0.236382955	726	N02.BalHet	3	73.5.3	0.484877292
9819	CL073	73	5	74111114	75009635	0.023278944	0.228781855	132	N02.Homozygous	4	73.5.4	0.471472496
9820	CL073	73	5	75011668	79634402	-0.00483174	0.216660716	1149	N02.BalHet	5	73.5.5	0.492550451
9821	CL073	73	5	79636264	80085648	0.01647328	0.203134709	105	N02.Homozygous	6	73.5.6	0.481396542
